Date,Gold_LBMA Fix,Iron Ore_Fines cfr main China port 62%,Cu,WTI,NG_Nymex,EUR/USD,Dow,Shanghai Composite,US Oil Production (Kbarrel),US Natural Gas Storage (BCF),US Natural Gas Storage (YoY),US 10Yr R,US_IP,China_IP,EU19_IP,US MB,EU MB
2009-01-02,871.44 ,79.00 ,"3,430.00",40.83,5.516,1.344,"8,599.18","1,904.86",4935,2830,0.029090909,2.24,,,,,
2009-01-09,852.90 ,77.50 ,"3,359.00",36.51,4.801,1.3304,"8,281.22","1,954.44",4917,2736,0.016722408,2.48,,,,,
2009-01-16,825.70 ,81.00 ,"3,290.00",46.47,4.518,1.2992,"8,077.56","1,990.66",5052,2560,0.009463722,2.3,,,,,
2009-01-23,851.75 ,81.00 ,"3,211.75",41.68,4.417,1.2782,"8,000.86",,5045,2374,0.049513705,2.56,,,,,
2009-01-30,898.15 ,80.50 ,"3,600.00",40.17,4.774,1.2933,"8,280.59","2,181.24",5235,2179,0.056741028,2.75,,,,,
2009-02-06,909.35 ,84.50 ,"3,445.00",37.51,4.452,1.2862,"7,850.41","2,320.79",5327,2020,0.040164779,2.92,,,,,
2009-02-13,920.45 ,85.00 ,"3,170.00",38.94,4.006,1.2843,"7,365.67","2,261.48",5323,1996,0.127683616,2.88,,,,,
2009-02-20,964.90 ,82.00 ,"3,423.00",44.76,4.198,1.2669,"7,062.93","2,082.85",5300,1895,0.170475602,2.75,,,,,
2009-02-27,964.35 ,75.00 ,"3,716.00",45.52,3.945,1.2641,"6,626.94","2,193.01",5373,1793,0.208221024,2.91,,,,,
2009-03-06,927.25 ,67.50 ,"3,685.00",46.25,3.932,1.2925,"7,223.98","2,128.85",5401,1681,0.202432046,2.9,,,,,
2009-03-13,916.15 ,67.50 ,"3,960.00",51.06,4.227,1.3583,"7,278.38","2,281.09",5414,1651,0.257425743,2.92,,,,,
2009-03-20,929.60 ,66.00 ,"4,015.00",52.38,3.631,1.3301,"7,776.18","2,374.44",5432,1654,0.295223179,2.75,,,,,
2009-03-27,933.05 ,63.75 ,"4,350.00",52.51,3.801,1.3483,"8,017.59","2,419.78",5480,1654,0.325320513,2.74,,,,,
2009-04-03,915.45 ,63.50 ,"4,568.75",52.24,3.61,1.3188,"8,083.38","2,444.23",5469,1674,0.356564019,2.76,,,,,
2009-04-10,882.44 ,63.50 ,"4,795.00",50.33,3.729,1.3041,"8,131.33","2,503.93",5482,1695,0.344171293,2.93,,,,,
2009-04-17,887.06 ,62.50 ,"4,480.00",51.55,3.297,1.3255,"8,076.29","2,448.59",5421,1741,0.354863813,2.87,,,,,
2009-04-24,889.45 ,63.00 ,"4,625.00",53.2,3.546,1.3266,"8,212.41","2,477.57",5269,1823,0.32968636,2.96,,,,,
2009-05-01,894.75 ,64.50 ,"4,699.00",58.63,4.311,1.3647,"8,574.65","2,625.64",5280,1911,0.330779944,3.1,,,,,
2009-05-08,909.19 ,65.50 ,"4,435.00",56.34,4.098,1.3496,"8,268.64","2,645.26",5306,2005,0.311314585,3.23,,,,,
2009-05-15,921.30 ,67.00 ,"4,616.00",61.67,3.515,1.3994,"8,277.32","2,597.60",5352,2107,0.305452292,3.14,,,,,
2009-05-22,934.45 ,67.50 ,"4,795.00",66.31,3.835,1.4154,"8,500.33","2,632.93",5364,2213,0.300999412,3.29,,,,,
2009-05-29,953.31 ,69.00 ,"5,003.00",68.44,3.868,1.3975,"8,763.13","2,753.89",5358,2337,0.294019934,3.59,,,,,
2009-06-05,976.90 ,76.50 ,"5,225.00",72.04,3.857,1.4024,"8,799.26","2,743.76",5358,2443,0.29533404,3.7,,,,,
2009-06-12,952.65 ,75.00 ,"4,950.00",69.55,4.032,1.3943,"8,539.73","2,880.49",5273,2557,0.316006176,3.89,,,,,
2009-06-19,934.60 ,77.50 ,"5,052.50",69.16,3.949,1.4053,"8,438.39","2,928.21",5257,2651,0.30398426,3.75,,,,,
2009-06-26,930.05 ,81.50 ,"4,960.00",66.73,3.615,1.3964,"8,280.74","3,088.37",5163,2721,0.28470255,3.63,,,,,
2009-07-03,936.15 ,82.50 ,"4,880.00",59.89,3.373,1.3933,"8,146.52","3,113.93",5171,2796,0.266304348,3.53,,,,,
2009-07-10,918.55 ,87.00 ,"5,318.00",63.56,3.669,1.4099,"8,743.94","3,189.74",5171,2886,0.248269896,3.42,,,,,
2009-07-17,926.00 ,91.00 ,"5,529.00",68.05,3.695,1.4205,"9,093.24","3,372.60",5176,2952,0.232053422,3.55,,,,,
2009-07-24,950.10 ,95.00 ,"5,748.00",69.45,3.653,1.425,"9,171.61","3,412.06",5107,3023,0.228362454,3.62,,,,,
2009-07-31,943.00 ,100.50 ,"6,125.00",70.93,3.674,1.4188,"9,370.07","3,260.69",5246,3089,0.227254668,3.67,,,,,
2009-08-07,958.70 ,111.00 ,"6,205.00",67.51,3.238,1.4205,"9,321.40","3,046.97",5172,3152,0.227892481,3.77,,,,,
2009-08-14,951.30 ,110.50 ,"6,305.00",73.89,2.804,1.4323,"9,505.96","2,960.77",5169,3204,0.206779661,3.67,,,,,
2009-08-21,939.00 ,98.00 ,"6,505.00",72.74,3.033,1.4299,"9,544.20","2,860.69",5173,3258,0.18171926,3.48,,,,,
2009-08-28,949.00 ,87.50 ,"6,265.00",68.02,2.728,1.4293,"9,441.27","2,861.61",5244,3323,0.167193537,3.46,,,,,
2009-09-04,968.63 ,82.00 ,"6,230.00",69.29,2.96,1.457,"9,605.41","2,989.79",5266,3392,0.167641997,3.37,,,,,
2009-09-11,995.95 ,83.00 ,"6,139.00",72.04,3.778,1.471,"9,820.20","2,962.67",5304,3458,0.163526245,3.41,,,,,
2009-09-18,"1,008.65 ",85.50 ,"6,001.75",66.02,3.985,1.4688,"9,665.19","2,838.84",5300,3525,0.166060205,3.46,,,,,
2009-09-25,"1,008.15 ",89.00 ,"5,897.25",69.95,4.718,1.4572,"9,487.67","2,779.43",5375,3589,0.154019293,3.43,,,,,
2009-10-02,997.45 ,91.00 ,"6,230.50",71.77,4.77,1.473,"9,864.94","2,911.72",5360,3658,0.1438399,3.28,,,,,
2009-10-09,"1,034.60 ",91.00 ,"6,240.00",78.53,4.781,1.4906,"9,995.91","2,976.63",5377,3716,0.133963991,3.28,,,,,
2009-10-16,"1,056.55 ",90.50 ,"6,646.00",80.5,4.787,1.5003,"9,972.18","3,107.85",5371,3734,0.115625934,3.43,,,,,
2009-10-23,"1,057.60 ",93.50 ,"6,490.00",77,5.045,1.4718,"9,712.73","2,995.85",5357,3759,0.107869142,3.43,,,,,
2009-10-30,"1,041.95 ",94.50 ,"6,495.00",77.43,4.595,1.4849,"10,023.42","3,164.04",5391,3788,0.110199297,3.49,,,,,
2009-11-06,"1,076.95 ",99.50 ,"6,542.75",76.35,4.392,1.4917,"10,270.47","3,187.65",5506,3813,0.098214286,3.53,,,,,
2009-11-13,"1,109.30 ",104.50 ,"6,857.00",76.72,4.424,1.4861,"10,318.16","3,308.35",5317,3833,0.09891055,3.48,,,,,
2009-11-20,"1,137.00 ",105.50 ,"6,860.00",76.05,5.192,1.4967,"10,309.92","3,096.26",5433,3835,0.120689655,3.35,,,,,
2009-11-27,"1,172.05 ",107.00 ,"7,055.00",75.47,4.586,1.4851,"10,388.90","3,317.04",5561,3837,0.142644431,3.3,,,,,
2009-12-04,"1,199.70 ",107.00 ,"6,880.00",69.87,5.163,1.4623,"10,471.50","3,247.32",5538,3773,0.146460043,3.34,,,,,
2009-12-11,"1,143.95 ",106.00 ,"6,898.00",73.36,5.782,1.4343,"10,328.89","3,113.89",5524,3566,0.125986738,3.47,,,,,
2009-12-18,"1,119.40 ",112.00 ,"7,134.00",78.05,5.643,1.4397,"10,520.10","3,141.35",5524,3400,0.125827815,3.56,,,,,
2009-12-25,"1,098.13 ",,"7,408.00",79.36,5.572,1.4326,"10,428.05","3,277.14",5512,3276,0.138686131,3.76,,,,,
2010-01-01,"1,099.83 ",111.50 ,"7,510.00",82.75,5.749,1.4413,"10,618.19","3,196.00",5507,3117,0.101413428,3.83,,,,,
2010-01-08,"1,123.15 ",135.00 ,"7,390.00",78,5.691,1.4385,"10,609.65","3,224.15",5496,2850,0.041666667,3.83,,,,,
2010-01-15,"1,142.60 ",135.00 ,"7,395.00",74.54,5.819,1.4138,"10,172.98","3,128.59",5404,2607,0.018359375,3.77,,,,,
2010-01-22,"1,119.85 ",131.50 ,"6,738.25",72.89,5.131,1.3864,"10,067.33","2,989.29",5421,2521,0.061920809,3.66,,,,,
2010-01-29,"1,092.70 ",126.00 ,"6,285.00",71.19,5.515,1.3664,"10,012.23","2,939.40",5403,2406,0.104176228,3.66,,,,,
2010-02-05,"1,093.85 ",128.50 ,"6,790.00",74.13,5.468,1.3618,"10,099.14","3,018.13",5475,2214,0.096039604,3.66,,,,,
2010-02-12,"1,074.25 ",129.50 ,"7,411.50",79.81,5.044,1.3615,"10,402.35",,5482,2026,0.01503006,3.69,,,,,
2010-02-19,"1,109.10 ",129.50 ,"7,226.00",79.66,4.813,1.3626,"10,325.26","3,051.94",5505,1853,-0.022163588,3.74,,,,,
2010-02-26,"1,106.00 ",138.50 ,"7,532.00",81.5,4.593,1.3622,"10,566.20","3,031.07",5510,1738,-0.030674847,3.69,,,,,
2010-03-05,"1,128.15 ",137.50 ,"7,461.00",81.24,4.4,1.3763,"10,624.69","3,013.41",5527,1627,-0.032123736,3.63,,,,,
2010-03-12,"1,120.65 ",137.50 ,"7,445.00",80.68,4.169,1.3534,"10,741.98","3,067.75",5540,1614,-0.02241066,3.72,,,,,
2010-03-19,"1,118.55 ",148.00 ,"7,515.00",80,3.872,1.3413,"10,850.36","3,059.72",5536,1626,-0.016928658,3.68,,,,,
2010-03-26,"1,098.10 ",152.00 ,"7,885.00",84.87,4.086,1.3504,"10,927.07","3,157.96",5489,1638,-0.009673519,3.79,,,,,
2010-04-02,"1,111.63 ",152.00 ,"7,915.00",84.92,4.07,1.3499,"10,997.35","3,145.35",5473,1670,-0.002389486,3.89,,,,,
2010-04-09,"1,139.94 ",171.50 ,"7,773.50",83.24,4.039,1.3499,"11,018.66","3,130.30",5475,1754,0.03480826,3.94,,,,,
2010-04-16,"1,156.00 ",186.50 ,"7,761.00",85.12,4.257,1.3386,"11,204.28","2,983.54",5466,1828,0.049971281,3.85,,,,,
2010-04-23,"1,139.60 ",189.50 ,"7,407.00",86.15,3.92,1.3298,"11,008.61","2,870.61",5488,1912,0.048820625,3.81,,,,,
2010-04-30,"1,163.15 ",186.00 ,"6,928.75",75.11,4.015,1.2762,"10,380.43","2,688.38",5522,1994,0.043432758,3.76,,,,,
2010-05-07,"1,183.46 ",183.50 ,"6,890.00",71.61,4.312,1.2363,"10,620.16","2,696.63",5533,2091,0.042892768,3.56,,,,,
2010-05-14,"1,222.45 ",176.00 ,"6,824.00",70.04,4.035,1.2573,"10,193.39","2,583.52",5516,2165,0.02752729,3.54,,,,,
2010-05-21,"1,205.10 ",155.50 ,"6,869.75",73.97,4.341,1.227,"10,136.63","2,655.77",5540,2268,0.024853141,3.33,,,,,
2010-05-28,"1,202.10 ",149.00 ,"6,250.00",71.51,4.797,1.1976,"9,931.97","2,553.59",5320,2357,0.00855798,3.25,,,,,
2010-06-04,"1,216.00 ",151.00 ,"6,460.00",73.78,4.781,1.2113,"10,211.07","2,569.94",5445,2456,0.005321326,3.31,,,,,
2010-06-11,"1,227.18 ",151.50 ,"6,420.00",77.18,4.997,1.2387,"10,450.64","2,513.22",5503,2542,-0.00586625,3.22,,,,,
2010-06-18,"1,233.30 ",152.00 ,"6,871.50",78.86,4.861,1.2377,"10,143.81","2,552.82",5501,2625,-0.00980762,3.26,,,,,
2010-06-25,"1,242.70 ",148.50 ,"6,450.00",72.14,4.687,1.2563,"9,686.48","2,382.90",5257,2684,-0.013597942,3.17,,,,,
2010-07-02,"1,236.60 ",139.50 ,"6,745.00",76.09,4.402,1.2637,"10,198.03","2,470.92",5414,2761,-0.012517883,2.99,,,,,
2010-07-09,"1,200.55 ",129.00 ,"6,498.00",76.01,4.519,1.2933,"10,097.90","2,424.27",5352,2841,-0.015592516,3.02,,,,,
2010-07-16,"1,207.80 ",124.00 ,"7,018.25",78.98,4.58,1.2907,"10,424.62","2,572.03",5460,2893,-0.01998645,3.05,,,,,
2010-07-23,"1,189.75 ",135.50 ,"7,281.75",78.95,4.923,1.3048,"10,465.94","2,637.50",5486,2919,-0.034402911,2.97,,,,,
2010-07-30,"1,174.20 ",141.00 ,"7,348.75",80.7,4.467,1.3285,"10,653.56","2,658.39",5440,2947,-0.045969569,3.02,,,,,
2010-08-06,"1,189.30 ",149.00 ,"7,132.75",75.39,4.328,1.2752,"10,303.15","2,606.70",5239,2984,-0.053299492,2.94,,,,,
2010-08-13,"1,203.15 ",153.00 ,"7,245.00",73.46,4.117,1.2708,"10,213.62","2,642.31",5352,3013,-0.059612984,2.76,,,,,
2010-08-20,"1,225.95 ",157.00 ,"7,453.25",75.17,3.651,1.2765,"10,150.65","2,610.74",5511,3054,-0.062615101,2.61,,,,,
2010-08-27,"1,231.45 ",152.00 ,"7,635.50",74.6,3.939,1.2896,"10,447.93","2,655.39",5602,3105,-0.06560337,2.56,,,,,
2010-09-03,"1,245.81 ",150.50 ,"7,471.25",76.45,3.883,1.268,"10,462.77","2,663.21",5603,3163,-0.067511792,2.59,,,,,
2010-09-10,"1,251.40 ",147.50 ,"7,718.75",73.66,4.024,1.3048,"10,607.85","2,598.69",5573,3267,-0.055234239,2.71,,,,,
2010-09-17,"1,263.88 ",145.50 ,"7,949.50",76.49,3.881,1.3491,"10,860.26","2,591.55",5556,3341,-0.052198582,2.74,,,,,
2010-09-24,"1,288.05 ",145.50 ,"8,093.00",81.58,3.797,1.3792,"10,829.68","2,655.66",5562,3415,-0.048481471,2.61,,,,,
2010-10-01,"1,303.75 ",148.00 ,"8,306.00",82.66,3.651,1.3943,"11,006.48","2,738.74",5514,3499,-0.043466375,2.52,,,,,
2010-10-08,"1,335.75 ",153.00 ,"8,381.50",81.25,3.535,1.3979,"11,062.78","2,971.16",5528,3590,-0.033907427,2.45,,,,,
2010-10-15,"1,361.70 ",159.00 ,"8,326.00",81.69,3.332,1.3952,"11,132.56","2,975.04",5536,3683,-0.013658275,2.5,,,,,
2010-10-22,"1,346.45 ",159.00 ,"8,191.25",81.43,4.038,1.395,"11,118.49","2,978.83",5540,3754,-0.001330141,2.54,,,,,
2010-10-29,"1,334.90 ",157.00 ,"8,653.00",86.85,3.937,1.4034,"11,444.08","3,129.50",5593,3821,0.008711721,2.67,,,,,
2010-11-05,"1,364.65 ",160.00 ,"8,628.00",84.88,3.799,1.3693,"11,192.58","2,985.43",5596,3840,0.007081039,2.61,,,,,
2010-11-12,"1,401.65 ",165.50 ,"8,431.00",81.51,4.164,1.3687,"11,203.55","2,888.57",5597,3834,0.000260892,2.68,,,,,
2010-11-19,"1,356.20 ",165.50 ,"8,287.00",83.76,4.399,1.3243,"11,092.00","2,871.70",5581,3828,-0.001825293,2.89,,,,,
2010-11-26,"1,366.35 ",170.00 ,"8,768.00",89.19,4.349,1.3415,"11,382.09","2,842.43",5555,3805,-0.008339849,2.84,,,,,
2010-12-03,"1,381.65 ",165.50 ,"9,033.00",87.79,4.417,1.3234,"11,410.32","2,841.04",5582,3717,-0.014842301,2.93,,,,,
2010-12-10,"1,400.90 ",170.00 ,"9,104.00",88.02,4.066,1.3182,"11,491.91","2,893.74",5604,3553,-0.003645541,3.18,,,,,
2010-12-17,"1,388.05 ",174.00 ,"9,388.00",91.51,4.083,1.3118,"11,573.49","2,835.16",5598,3369,-0.009117647,3.42,,,,,
2010-12-24,"1,384.10 ",,"9,644.00",91.38,4.405,1.3379,"11,577.51","2,808.08",5575,3232,-0.013431013,3.37,,,,,
2010-12-31,"1,408.42 ",,"9,436.00",88.03,4.422,1.2919,"11,674.76","2,838.80",5598,3097,-0.006416426,3.38,,,,,
2011-01-07,"1,380.56 ",178.00 ,"9,662.00",91.54,4.48,1.3377,"11,787.38","2,791.34",5575,2960,0.038596491,3.4,,,,,
2011-01-14,"1,376.55 ",182.00 ,"9,462.50",89.11,4.736,1.3618,"11,871.84","2,715.29",5205,2716,0.04181051,3.36,,,,,
2011-01-21,"1,361.70 ",189.50 ,"9,548.50",89.34,4.323,1.3613,"11,823.70","2,752.75",5321,2543,0.008726696,3.42,,,,,
2011-01-28,"1,332.50 ",189.50 ,"10,067.00",89.03,4.31,1.3586,"12,092.15","2,798.96",5568,2355,-0.021197007,3.4,,,,,
2011-02-04,"1,337.60 ",182.00 ,"9,975.50",85.58,3.91,1.3549,"12,273.26","2,827.33",5597,2144,-0.031616983,3.54,,,,,
2011-02-11,"1,356.25 ",196.00 ,"9,860.00",86.2,3.876,1.3697,"12,391.25","2,899.79",5610,1910,-0.057255676,3.68,,,,,
2011-02-18,"1,373.20 ",198.00 ,"9,761.00",97.88,4.005,1.3751,"12,130.45","2,878.57",5604,1831,-0.011872639,3.6,,,,,
2011-02-25,"1,402.95 ",198.00 ,"9,882.50",104.42,3.809,1.3985,"12,169.88","2,942.31",5591,1745,0.004027618,3.46,,,,,
2011-03-04,"1,420.65 ",183.50 ,"9,171.00",101.16,3.889,1.391,"12,044.40","2,933.80",5593,1672,0.027658267,3.47,,,,,
2011-03-11,"1,427.50 ",175.50 ,"9,513.50",101.07,4.168,1.4179,"11,858.52","2,906.89",5591,1616,0.001239157,3.46,,,,,
2011-03-18,"1,409.80 ",170.50 ,"9,707.00",105.4,4.403,1.4084,"12,220.59","2,977.81",5570,1611,-0.009225092,3.29,,,,,
2011-03-25,"1,432.30 ",173.00 ,"9,365.00",107.94,4.362,1.4231,"12,376.72","2,967.41",5568,1622,-0.00976801,3.38,,,,,
2011-04-01,"1,423.70 ",180.50 ,"9,893.50",112.79,4.041,1.4481,"12,380.05","3,030.02",5638,1578,-0.05508982,3.47,,,,,
2011-04-08,"1,450.20 ",186.50 ,"9,382.25",109.66,4.204,1.4432,"12,341.83","3,050.53",5635,1606,-0.084378563,3.54,,,,,
2011-04-15,"1,463.75 ",188.00 ,"9,681.50",112.29,4.412,1.4556,"12,505.99","3,010.52",5625,1654,-0.095185996,3.51,,,,,
2011-04-22,"1,497.88 ",186.50 ,"9,371.75",113.93,4.698,1.4802,"12,810.54","2,911.51",5610,1685,-0.118723849,3.41,,,,,
2011-04-29,"1,514.67 ",188.50 ,"8,780.50",97.18,4.235,1.431,"12,638.74","2,863.89",5623,1757,-0.11885657,3.36,,,,,
2011-05-06,"1,521.19 ",189.50 ,"8,816.50",99.65,4.246,1.4121,"12,595.75","2,871.03",5609,1827,-0.12625538,3.24,,,,,
2011-05-13,"1,509.20 ",187.50 ,"9,072.00",99.49,4.23,1.4155,"12,512.04","2,858.46",5618,1919,-0.113625866,3.2,,,,,
2011-05-20,"1,494.65 ",183.50 ,"9,199.75",100.59,4.518,1.4324,"12,441.58","2,709.95",5583,2023,-0.108024691,3.15,,,,,
2011-05-27,"1,520.55 ",179.50 ,"9,095.75",100.22,4.707,1.4637,"12,151.26","2,728.02",5609,2107,-0.106067034,3.1,,,,,
2011-06-03,"1,535.25 ",177.50 ,"8,933.00",99.29,4.757,1.4348,"11,951.91","2,705.14",5633,2188,-0.109120521,3.01,,,,,
2011-06-10,"1,540.33 ",179.50 ,"9,071.00",93.01,4.325,1.4311,"12,004.36","2,642.82",5643,2257,-0.112116444,3,,,,,
2011-06-17,"1,522.54 ",181.50 ,"9,068.50",91.16,4.229,1.4193,"11,934.58","2,746.21",5650,2354,-0.103238095,2.99,,,,,
2011-06-24,"1,537.70 ",177.50 ,"9,460.50",94.94,4.311,1.4525,"12,582.77","2,759.36",5593,2432,-0.093889717,2.96,,,,,
2011-07-01,"1,502.05 ",175.50 ,"9,682.00",96.2,4.205,1.427,"12,657.20","2,797.77",5520,2526,-0.085114089,3.11,,,,,
2011-07-08,"1,512.41 ",175.50 ,"9,695.75",97.24,4.546,1.4153,"12,479.73","2,820.17",5578,2611,-0.080957409,3.12,,,,,
2011-07-15,"1,566.10 ",182.50 ,"9,672.50",99.87,4.399,1.4356,"12,681.16","2,770.79",5591,2671,-0.076736951,2.94,,,,,
2011-07-22,"1,594.60 ",182.50 ,"9,840.00",95.7,4.145,1.4396,"12,143.24","2,701.73",5377,2714,-0.070229531,2.97,,,,,
2011-07-29,"1,616.15 ",184.00 ,"9,110.00",86.88,3.941,1.4282,"11,444.61","2,626.42",5523,2759,-0.063793688,2.97,,,,,
2011-08-05,"1,646.85 ",186.50 ,"8,870.75",85.38,4.06,1.4249,"11,269.02","2,593.17",5529,2783,-0.067359249,2.62,,,,,
2011-08-12,"1,754.90 ",184.50 ,"8,818.00",82.26,3.94,1.4398,"10,817.65","2,534.36",5561,2833,-0.059741122,2.27,,,,,
2011-08-19,"1,793.10 ",185.50 ,"9,067.50",85.37,3.931,1.4499,"11,284.54","2,612.19",5591,2906,-0.048461035,2.17,,,,,
2011-08-26,"1,823.55 ",187.50 ,"9,079.50",86.45,3.872,1.4205,"11,240.26","2,528.28",5598,2960,-0.046698873,2.19,,,,,
2011-09-02,"1,821.63 ",188.50 ,"8,831.25",87.24,3.915,1.3653,"10,992.13","2,497.75",5642,3025,-0.043629466,2.17,,,,,
2011-09-09,"1,867.60 ",188.00 ,"8,682.00",87.96,3.809,1.38,"11,509.09","2,482.34",5083,3110,-0.048056321,1.99,,,,,
2011-09-16,"1,812.40 ",186.50 ,"7,275.00",79.85,3.701,1.3498,"10,771.48","2,433.16",5747,3201,-0.041903622,2.03,,,,,
2011-09-23,"1,782.95 ",184.50 ,"7,006.25",79.2,3.666,1.3386,"10,913.38","2,359.22",5756,3311,-0.03045388,1.87,,,,,
2011-09-30,"1,638.00 ",178.50 ,"7,272.00",82.98,3.481,1.3377,"11,103.12",,5800,3408,-0.026007431,1.97,,,,,
2011-10-07,"1,646.50 ",178.50 ,"7,556.75",86.8,3.703,1.3877,"11,644.49","2,431.37",5878,3521,-0.019220056,1.93,,,,,
2011-10-14,"1,672.40 ",167.50 ,"7,142.50",87.4,3.629,1.3896,"11,808.79","2,317.28",5891,3624,-0.016019549,2.22,,,,,
2011-10-21,"1,650.00 ",154.50 ,"8,160.00",93.32,3.923,1.4148,"12,231.11","2,473.41",5876,3717,-0.009856153,2.2,,,,,
2011-10-28,"1,692.65 ",131.50 ,"7,866.00",94.26,3.783,1.3796,"11,983.24","2,528.29",5818,3793,-0.007327925,2.28,,,,,
2011-11-04,"1,727.90 ",132.50 ,"7,655.75",98.99,3.584,1.3752,"12,153.68","2,481.08",5846,3830,-0.002604167,2.07,,,,,
2011-11-11,"1,773.60 ",141.00 ,"7,545.00",97.41,3.316,1.351,"11,796.16","2,416.56",5894,3844,0.002608242,2.05,,,,,
2011-11-18,"1,760.90 ",154.00 ,"7,260.00",96.77,3.542,1.3234,"11,231.78","2,380.22",5887,3853,0.006530825,2.02,,,,,
2011-11-25,"1,692.50 ",147.00 ,"7,887.25",100.96,3.584,1.3403,"12,019.42","2,360.66",5864,3850,0.011826544,1.94,,,,,
2011-12-02,"1,727.20 ",144.00 ,"7,830.25",99.41,3.317,1.3375,"12,184.26","2,315.27",5861,3830,0.030400861,2.04,,,,,
2011-12-09,"1,729.20 ",146.00 ,"7,361.50",93.53,3.127,1.3035,"11,866.39","2,224.84",5862,3729,0.049535604,2.04,,,,,
2011-12-16,"1,631.90 ",141.50 ,"7,623.00",99.68,3.114,1.3043,"12,294.00","2,204.78",5862,3628,0.076877412,1.94,,,,,
2011-12-23,"1,610.40 ",142.00 ,"7,557.50",98.83,2.989,1.2948,"12,217.56","2,199.42",5846,3548,0.097772277,1.95,,,,,
2011-12-30,"1,565.33 ",,"7,570.00",101.56,3.062,1.2721,"12,359.92","2,163.39",5851,3471,0.120762028,1.94,,,,,
2012-01-06,"1,607.13 ",145.00 ,"8,000.00",98.7,2.67,1.2677,"12,422.06","2,244.58",5844,3377,0.140878378,1.99,,,,,
2012-01-13,"1,636.10 ",146.00 ,"8,236.25",98.46,2.343,1.2938,"12,720.48","2,319.12",5726,3290,0.211340206,1.95,,,,,
2012-01-20,"1,654.50 ",145.50 ,"8,562.75",99.56,2.678,1.3226,"12,660.46",,5722,3098,0.218246166,1.96,,,,,
2012-01-27,"1,687.60 ",145.50 ,"8,592.00",97.84,2.499,1.3144,"12,862.23","2,330.40",5720,2966,0.259447983,2.01,,,,,
2012-02-03,"1,741.90 ",147.50 ,"8,471.00",98.67,2.477,1.3175,"12,801.23","2,351.98",5763,2888,0.347014925,1.88,,,,,
2012-02-10,"1,725.70 ",149.00 ,"8,186.00",103.24,2.684,1.3152,"12,949.87","2,357.18",5819,2761,0.445549738,1.99,,,,,
2012-02-17,"1,724.30 ",144.00 ,"8,497.75",109.77,2.55,1.3457,"12,982.95","2,439.63",5817,2595,0.417258329,1.97,,,,,
2012-02-24,"1,755.25 ",146.00 ,"8,576.00",106.7,2.484,1.3203,"12,977.57","2,460.69",5814,2513,0.440114613,2.01,,,,,
2012-03-02,"1,752.65 ",148.00 ,"8,490.25",107.4,2.324,1.3114,"12,922.02","2,439.46",5806,2433,0.455143541,1.97,,,,,
2012-03-09,"1,693.40 ",148.00 ,"8,521.50",107.06,2.326,1.3175,"13,232.62","2,404.74",5830,2369,0.465965347,2,,,,,
2012-03-16,"1,671.55 ",149.00 ,"8,376.00",106.87,2.275,1.3273,"13,080.73","2,349.54",5826,2380,0.477343265,2.21,,,,,
2012-03-23,"1,649.10 ",149.00 ,"8,430.25",103.02,2.126,1.3344,"13,212.04","2,262.79",5821,2429,0.497533909,2.32,,,,,
2012-03-30,"1,669.10 ",150.00 ,"8,365.00",103.31,2.089,1.3096,"13,060.14","2,306.55",6049,2472,0.566539924,2.22,,,,,
2012-04-06,"1,648.25 ",150.00 ,"8,005.00",102.83,1.981,1.3077,"12,849.59","2,359.16",6040,2478,0.542963885,2.21,,,,,
2012-04-13,"1,655.94 ",150.50 ,"8,181.75",103.05,1.927,1.3224,"13,029.26","2,406.86",6043,2503,0.513301088,2.04,,,,,
2012-04-20,"1,645.75 ",149.50 ,"8,426.00",104.93,2.186,1.3255,"13,228.31","2,396.32",6113,2546,0.510979228,2,,,,,
2012-04-27,"1,642.85 ",148.00 ,"8,193.50",98.49,2.279,1.3083,"13,038.27","2,452.01",6121,2576,0.466135458,1.98,,,,,
2012-05-04,"1,649.65 ",147.50 ,"8,000.00",96.13,2.509,1.2917,"12,820.60","2,394.98",6136,2606,0.426382047,1.95,,,,,
2012-05-11,"1,595.81 ",143.50 ,"7,658.50",91.48,2.742,1.2783,"12,369.38","2,344.52",6149,2667,0.389786347,1.88,,,,,
2012-05-18,"1,558.90 ",139.50 ,"7,625.50",90.86,2.568,1.2517,"12,454.83","2,333.55",6239,2744,0.356401384,1.74,,,,,
2012-05-25,"1,568.00 ",137.50 ,"7,339.50",83.23,2.326,1.2435,"12,118.57","2,373.44",6227,2815,0.336022781,1.76,,,,,
2012-06-01,"1,564.30 ",138.50 ,"7,295.00",84.1,2.299,1.2517,"12,554.20","2,281.45",6245,2877,0.314899452,1.61,,,,,
2012-06-08,"1,610.00 ",136.50 ,"7,555.75",84.03,2.467,1.2638,"12,767.17","2,306.85",6236,2944,0.304386354,1.61,,,,,
2012-06-15,"1,607.25 ",137.50 ,"7,336.50",79.76,2.625,1.257,"12,640.78","2,260.88",6353,3006,0.276975361,1.62,,,,,
2012-06-22,"1,608.25 ",139.50 ,"7,733.25",84.96,2.824,1.266,"12,880.09","2,225.43",6257,3063,0.259457237,1.64,,,,,
2012-06-29,"1,571.40 ",137.50 ,"7,523.25",84.45,2.776,1.2288,"12,772.47","2,223.58",6094,3102,0.228028504,1.64,,,,,
