Date,Gold_LBMA Fix,Iron Ore_Fines cfr main China port 62%,Cu,WTI,NG_Nymex,EUR/USD,Dow,Shanghai Composite,US Oil Production (Kbarrel),US Natural Gas Storage (BCF),US Natural Gas Storage (YoY),US 10Yr R,US_IP,China_IP,EU19_IP,US MB,EU MB
2019.6.28,"1,410.51",117.07 ,"5,902.00",57.51,2.418,1.1226,"26,922.12","3,011.06",12200,2390,0.110594796,2.02,,,,,
2019.7.5,"1,399.64",122.20 ,"5,935.00",60.21,2.453,1.1271,"27,332.03","2,930.55",12300,2471,0.121652292,2,,,,,
2019.7.12,"1,404.26",119.91 ,"6,065.00",55.63,2.251,1.1222,"27,154.20","2,924.20",12000,2533,0.126779359,2.09,,,,,
2019.7.19,"1,417.95",121.10 ,"5,963.00",56.2,2.169,1.1127,"27,192.45","2,944.54",11300,2569,0.130721831,2.07,,,,,
2019.7.26,"1,423.35",117.29 ,"5,729.50",55.66,2.121,1.1109,"26,485.01","2,867.84",12200,2634,0.142733189,2.07,,,,,
2019.8.2,"1,424.21",115.63 ,"5,755.00",54.5,2.119,1.12,"26,287.44","2,774.75",12300,2689,0.14279643,1.98,,,,,
2019.8.9,"1,486.00",96.39 ,"5,744.00",54.87,2.2,1.109,"25,886.01","2,823.82",12300,2738,0.147527242,1.73,,,,,
2019.8.16,"1,509.45",89.50 ,"5,633.00",54.17,2.152,1.1144,"25,628.90","2,897.43",12300,2797,0.148665298,1.6,,,,,
2019.8.23,"1,502.05",86.19 ,"5,676.00",55.1,2.285,1.0991,"26,403.28","2,886.24",12500,2857,0.140974441,1.58,,,,,
2019.8.30,"1,534.68",83.17 ,"5,833.00",56.52,2.496,1.1029,"26,797.46","2,999.60",12400,2941,0.145695364,1.5,,,,,
2019.9.6,"1,532.54",90.05 ,"5,974.50",54.85,2.614,1.1075,"27,219.52","3,031.24",12400,3019,0.145295903,1.52,,,,,
2019.9.13,"1,503.28",95.89 ,"5,798.00",58.09,2.534,1.1018,"26,935.07","3,006.45",12400,3103,0.13997061,1.76,,,,,
2019.9.20,"1,501.08",95.57 ,"5,767.00",55.91,2.404,1.0939,"26,820.25","2,932.17",12500,3205,0.157875723,1.8,,,,,
2019.9.27,"1,513.56",91.41 ,"5,643.00",52.81,2.352,1.0978,"26,573.72","2,905.19",12400,3317,0.157362177,1.7,,,,,
2019.10.4,"1,493.52",93.38 ,"5,796.00",54.7,2.214,1.1042,"26,816.59","2,973.66",12600,3415,0.155277402,1.6,,,,,
2019.10.11,"1,497.66",93.33 ,"5,806.00",53.78,2.32,1.1171,"26,770.20","2,938.14",12600,3519,0.158709253,1.62,,,,,
2019.10.18,"1,489.23",89.15 ,"5,925.00",56.66,2.3,1.108,"26,958.06","2,954.93",12600,3606,0.165105008,1.76,,,,,
2019.10.25,"1,496.29",86.92 ,"5,850.00",56.2,2.714,1.1167,"27,347.36","2,958.20",12600,3695,0.175628381,1.78,,,,,
2019.11.1,"1,498.20",86.33 ,"5,924.00",57.24,2.789,1.1018,"27,681.24","2,964.18",12600,3729,0.162406484,1.78,,,,,
2019.11.8,"1,486.57",82.66 ,"5,849.00",57.72,2.688,1.1052,"28,004.89","2,891.34",12800,3732,0.149368648,1.86,,,,,
2019.11.15,"1,461.44",81.99 ,"5,855.00",57.77,2.665,1.1024,"27,875.62","2,885.29",12800,3638,0.168647607,1.87,,,,,
2019.11.22,"1,467.86",86.53 ,"5,864.00",55.17,2.281,1.1017,"28,051.41","2,871.98",12900,3610,0.18205632,1.77,,,,,
2019.11.29,"1,456.44",88.67 ,"5,990.00",59.2,2.334,1.1059,"28,015.06","2,912.01",12900,3591,0.200601805,1.76,,,,,
2019.12.6,"1,469.83",88.71 ,"6,130.00",60.07,2.296,1.1121,"28,135.38","2,967.68",12800,3518,0.207275223,1.79,,,,,
2019.12.13,"1,465.57",94.16 ,"6,175.00",60.44,2.328,1.1079,"28,455.09","3,004.94",12800,3411,0.23007573,1.84,,,,,
2019.12.20,"1,476.69",93.34 ,"6,214.00",61.72,2.158,1.1177,"28,645.26","3,005.04",12900,3250,0.19266055,1.91,,,,,
2019.12.27,"1,496.80",91.13 ,"6,129.50",63.05,2.13,1.116,"28,634.88","3,083.79",12900,3192,0.180036969,1.9,,,,,
2020.1.3,"1,530.20",92.97 ,"6,198.00",59.04,2.202,1.1122,"28,823.77","3,092.29",12900,3148,0.204284621,1.88,,,,,
2020.1.10,"1,563.45",95.05 ,"6,273.00",58.54,2.003,1.109,"29,348.10","3,075.50",13000,3039,0.199763127,1.84,,,,,
2020.1.17,"1,551.23",96.67 ,"5,926.00",54.19,1.893,1.1025,"28,989.73","2,976.53",13000,2947,0.243459916,1.82,,,,,
2020.1.24,"1,559.11",95.47 ,"5,567.00",51.56,1.841,1.1094,"28,256.03","2,976.53",13000,2746,0.249886208,1.75,,,,,
2020.1.31,"1,578.00",87.61 ,"5,663.00",50.32,1.858,1.0945,"29,102.51","2,875.96",12900,2609,0.331122449,1.59,,,,,
2020.2.7,"1,564.47",82.44 ,"5,760.00",52.05,1.837,1.0832,"29,398.08","2,917.01",13000,2494,0.325185972,1.61,,,,,
2020.2.14,"1,572.77",86.94 ,"5,765.00",53.38,1.905,1.0845,"28,992.41","3,039.67",13000,2343,0.374193548,1.59,,,,,
2020.2.21,"1,607.43",90.98 ,"5,635.00",44.76,1.684,1.1027,"25,409.36","2,880.30",13000,2200,0.429499675,1.52,,,,,
2020.2.28,"1,643.74",88.10 ,"5,607.00",41.28,1.708,1.1286,"25,864.78","3,034.51",13100,2091,0.504316547,1.29,,,,,
2020.3.6,"1,640.05",90.25 ,"5,460.00",31.73,1.869,1.1106,"23,185.62","2,887.43",13000,2043,0.716806723,0.96,,,,,
2020.3.13,"1,623.09",90.51 ,"4,810.00",22.43,1.604,1.0695,"19,173.98","2,745.62",13100,2034,0.779527559,0.79,,,,,
2020.3.20,"1,498.15",90.63 ,"4,790.50",21.51,1.634,1.1142,"21,636.78","2,772.20",13000,2005,0.811201445,0.99,,,,,
2020.3.27,"1,597.74",85.10 ,"4,839.50",28.34,1.621,1.0809,"21,052.53","2,763.99",13000,1986,0.757522124,0.81,,,,,
2020.4.3,"1,606.74",83.16 ,"5,019.50",22.76,1.733,1.0936,"23,719.37","2,796.63",12400,2024,0.752380952,0.65,,,,,
2020.4.10,"1,656.50",83.61 ,"5,211.00",18.27,1.753,1.0878,"24,242.49","2,838.49",12300,2097,0.681635926,0.73,,,,,
2020.4.17,"1,720.65",86.20 ,"5,139.50",16.94,1.746,1.0821,"23,775.27","2,808.53",12200,2140,0.598207618,0.68,,,,,
2020.4.24,"1,706.19",85.13 ,"5,110.00",19.78,1.89,1.0985,"23,723.69","2,860.08",12100,2210,0.511627907,0.61,,,,,
2020.5.1,"1,699.77",83.06 ,"5,274.00",24.74,1.823,1.0841,"24,331.32","2,895.34",11900,2319,0.499030381,0.64,,,,,
2020.5.8,"1,701.05",85.26 ,"5,181.50",29.43,1.646,1.0816,"23,685.42","2,868.46",11600,2422,0.465214761,0.67,,,,,
2020.5.15,"1,716.10",91.55 ,"5,288.50",33.25,1.731,1.0902,"24,465.16","2,813.77",11500,2503,0.427837992,0.67,,,,,
2020.5.22,"1,735.88",97.61 ,"5,376.50",35.49,1.849,1.1099,"25,383.11","2,852.35",11400,2612,0.399035886,0.69,,,,,
2020.5.29,"1,715.23",97.53 ,"5,690.00",39.55,1.782,1.1286,"27,110.98","2,930.80",11200,2714,0.366565962,0.68,,,,,
2020.6.5,"1,712.32",100.59 ,"5,784.50",36.26,1.731,1.1256,"25,605.54","2,919.74",11100,2807,0.344348659,0.77,,,,,
2020.6.12,"1,719.53",104.59 ,"5,849.50",39.75,1.669,1.1177,"25,871.46","2,967.63",10500,2892,0.312755334,0.77,,,,,
2020.6.19,"1,721.78",103.44 ,"5,957.00",38.49,1.495,1.1219,"25,015.55","2,979.55",11000,3012,0.308996089,0.72,,,,,
2020.6.26,"1,760.19",102.48 ,"6,017.00",40.65,1.734,1.1249,"25,827.36","3,152.81",11000,3077,0.287447699,0.69,,,,,
2020.7.3,"1,772.22",99.71 ,"6,412.00",40.55,1.805,1.13,"26,075.30","3,383.32",11000,3133,0.26790773,0.67,,,,,
2020.7.10,"1,800.75",104.27 ,"6,448.00",40.59,1.718,1.1428,"26,671.95","3,214.13",11000,3178,0.254638768,0.66,,,,,
2020.7.17,"1,805.81",111.70 ,"6,415.00",41.29,1.808,1.1656,"26,469.89","3,196.77",11100,3215,0.251459712,0.63,,,,,
2020.7.24,"1,858.20",110.29 ,"6,413.00",40.27,1.799,1.1774,"26,428.32","3,310.01",11100,3241,0.230447988,0.6,,,,,
2020.7.31,"1,950.20",108.87 ,"6,308.00",41.22,2.238,1.1786,"27,433.48","3,354.04",11000,3274,0.217552994,0.58,,,,,
2020.8.7,"2,016.58",118.50 ,"6,366.50",42.01,2.356,1.1841,"27,931.02","3,360.10",10700,3332,0.216946676,0.55,,,,,
2020.8.14,"1,961.01",122.45 ,"6,490.00",42.34,2.448,1.1795,"27,930.33","3,380.68",10700,3375,0.206649982,0.67,,,,,
2020.8.21,"1,962.82",127.38 ,"6,667.00",42.97,2.657,1.1903,"28,653.87","3,403.81",10800,3420,0.197059853,0.67,,,,,
2020.8.28,"1,933.85",123.80 ,"6,710.00",39.77,2.588,1.1838,"28,133.31","3,355.37",9700,3455,0.174770486,0.7,,,,,
2020.9.4,"1,946.54",127.03 ,"6,739.00",37.33,2.269,1.1845,"27,665.64","3,260.35",10000,3525,0.167605167,0.68,,,,,
2020.9.11,"1,940.05",127.85 ,"6,812.50",41.11,2.048,1.1837,"27,657.42","3,338.09",10900,3614,0.164679343,0.69,,,,,
2020.9.18,"1,951.39",126.03 ,"6,545.00",40.25,2.139,1.163,"27,173.96","3,219.42",10700,3680,0.148205928,0.69,,,,,
2020.9.25,"1,882.04",124.26 ,"6,553.00",37.05,2.438,1.1713,"27,682.81","3,218.05",10700,3756,0.132348508,0.67,,,,,
2020.10.2,"1,888.04",120.83 ,"6,763.00",40.6,2.741,1.1824,"28,586.90","3,272.08",11000,3831,0.12181552,0.68,,,,,
2020.10.9,"1,903.64",123.92 ,"6,740.00",40.88,2.773,1.1718,"28,606.31","3,336.36",10500,3877,0.101733447,0.78,,,,,
2020.10.16,"1,904.76",120.54 ,"6,867.50",39.85,2.971,1.1859,"28,335.57","3,278.00",9900,3926,0.088740987,0.74,,,,,
2020.10.23,"1,906.55",119.03 ,"6,718.50",35.79,3.354,1.1647,"26,501.60","3,224.53",11100,3955,0.070365359,0.83,,,,,
2020.10.30,"1,885.25",116.02 ,"6,946.50",37.14,2.888,1.1872,"28,323.40","3,312.16",10500,3919,0.050951998,0.82,,,,,
2020.11.6,"1,915.52",117.36 ,"6,982.50",40.13,2.995,1.1832,"29,479.81","3,310.10",10500,3927,0.052250804,0.83,,,,,
2020.11.13,"1,874.54",122.94 ,"7,277.50",42.15,2.65,1.1853,"29,263.48","3,377.73",10900,3958,0.087960418,0.93,,,,,
2020.11.20,"1,876.76",126.51 ,"7,499.50",45.53,2.843,1.1962,"29,910.37","3,408.31",11000,3940,0.091412742,0.87,,,,,
2020.11.27,"1,807.34",128.02 ,"7,760.50",46.26,2.575,1.212,"30,218.26","3,444.58",11100,3939,0.096908939,0.87,,,,,
2020.12.4,"1,814.25",136.43 ,"7,772.50",46.57,2.591,1.2111,"30,046.37","3,347.19",11100,3848,0.093803297,0.92,,,,,
2020.12.11,"1,851.24",152.43 ,"7,985.00",49.1,2.7,1.2255,"30,179.05","3,394.90",11000,3726,0.092348285,0.93,,,,,
2020.12.18,"1,860.85",157.75 ,"7,787.50",48.23,2.518,1.2204,"30,199.87","3,396.56",11000,3574,0.099692308,0.93,,,,,
2020.12.25,"1,877.37",167.27 ,"7,766.00",48.52,2.539,1.2212,"30,606.48","3,473.07",11000,3460,0.0839599,0.95,,,,,
2021.1.1,"1,880.95",161.80 ,"8,131.00",52.24,2.7,1.2218,"31,097.97","3,570.11",11000,3330,0.057814485,0.94,,,,,
2021.1.8,"1,919.58",169.32 ,"7,949.00",52.36,2.737,1.2078,"30,814.26","3,566.38",11000,3196,0.051661731,1.03,,,,,
2021.1.15,"1,845.62",172.19 ,"7,997.50",52.27,2.446,1.2167,"30,996.98","3,606.75",11000,3009,0.021038344,1.13,,,,,
2021.1.22,"1,847.83",171.49 ,"7,856.00",52.2,2.564,1.2136,"29,982.62","3,483.07",10900,2881,0.049162418,1.11,,,,,
2021.1.29,"1,854.79",163.36 ,"7,912.50",56.85,2.863,1.2042,"31,148.24","3,496.33",10900,2689,0.030663089,1.06,,,,,
2021.2.5,"1,824.07",154.91 ,"8,332.00",59.47,2.912,1.2118,"31,458.40","3,655.09",11000,2518,0.009623095,1.14,,,,,
2021.2.12,"1,834.79",164.60 ,"8,909.50",59.24,3.069,1.2117,"31,494.32","3,696.17",10800,2281,-0.026461801,1.18,,,,,
2021.2.19,"1,790.32",169.85 ,"9,077.00",61.5,2.771,1.2074,"30,932.37","3,509.08",9700,1943,-0.116818182,1.31,,,,,
2021.2.26,"1,783.52",174.35 ,"8,895.50",66.09,2.701,1.1917,"31,496.30","3,501.99",10000,1845,-0.117647059,1.42,,,,,
2021.3.5,"1,715.55",175.72 ,"9,085.00",65.61,2.6,1.1952,"32,778.64","3,453.08",10900,1793,-0.122369065,1.49,,,,,
2021.3.12,"1,709.84",167.91 ,"9,057.00",61.42,2.535,1.1903,"32,627.97","3,404.66",10900,1782,-0.123893805,1.57,,,,,
2021.3.19,"1,729.88",164.77 ,"8,962.00",60.97,2.557,1.1796,"33,072.88","3,418.33",11000,1750,-0.127182045,1.66,,,,,
2021.3.26,"1,732.39",160.27 ,"8,790.00",61.45,2.639,1.1762,"33,153.21","3,484.39",11100,1764,-0.111782477,1.65,,,,,
2021.4.2,"1,701.75",166.80 ,"8,926.50",59.32,2.526,1.1896,"33,800.60","3,450.68",10900,1784,-0.118577075,1.72,,,,,
2021.4.9,"1,744.85",171.93 ,"9,211.00",63.13,2.68,1.1983,"34,200.67","3,426.62",11000,1845,-0.120171674,1.68,,,,,
2021.4.16,"1,749.60",175.64 ,"9,551.50",62.14,2.73,1.2099,"34,043.49","3,474.17",11000,1883,-0.120093458,1.62,,,,,
2021.4.23,"1,784.02",185.90 ,"9,825.00",63.58,2.931,1.2018,"33,874.85","3,446.86",10900,1898,-0.141176471,1.58,,,,,
2021.4.30,"1,772.00",192.37 ,"10,417.00",64.9,2.958,1.2163,"34,777.76","3,418.87",10900,1958,-0.155670548,1.63,,,,,
2021.5.7,"1,807.43",196.87 ,"10,240.50",65.37,2.961,1.214,"34,382.13","3,490.38",11000,2029,-0.162262593,1.6,,,,,
2021.5.14,"1,832.03",226.46 ,"9,881.50",63.58,2.906,1.2179,"34,207.84","3,486.56",11000,2100,-0.161006792,1.65,,,,,
2021.5.21,"1,872.62",214.19 ,"10,258.00",66.32,2.986,1.2189,"34,529.45","3,600.78",11000,2215,-0.151990812,1.64,,,,,
2021.5.28,"1,891.66",191.38 ,"9,955.00",69.62,3.097,1.2165,"34,756.39","3,591.84",10800,2313,-0.147752395,1.59,,,,,
2021.6.4,"1,889.81",207.01 ,"10,003.50",70.91,3.296,1.2106,"34,479.60","3,589.75",11000,2411,-0.141075882,1.6,,,,,
2021.6.11,"1,889.17",212.14 ,"9,145.50",71.64,3.215,1.186,"33,290.08","3,525.10",11200,2427,-0.160788382,1.5,,,,,
2021.6.18,"1,828.65",219.29 ,"9,413.50",74.05,3.496,1.1933,"34,433.84","3,607.56",11100,2482,-0.175962815,1.51,,,,,
2021.6.25,"1,782.64",213.68 ,"9,376.50",75.16,3.7,1.1864,"34,786.35","3,518.76",11100,2558,-0.168670783,1.5,,,,,
2021.7.2,"1,773.31",216.47 ,"9,519.50",74.56,3.674,1.1873,"34,870.16","3,524.09",11300,2574,-0.178423237,1.47,,,,,
2021.7.9,"1,803.91",219.88 ,"9,427.00",71.81,3.674,1.1805,"34,687.85","3,539.30",11400,2629,-0.172750157,1.34,,,,,
2021.7.16,"1,815.50",219.70 ,"9,516.00",72.07,4.06,1.1771,"35,061.55","3,550.40",11400,2678,-0.167029549,1.36,,,,,
2021.7.23,"1,807.83",209.95 ,"9,728.00",73.95,3.914,1.187,"34,935.47","3,397.36",11200,2714,-0.162604135,1.26,,,,,
2021.7.30,"1,810.44",197.12 ,"9,468.00",68.28,4.14,1.176,"35,208.51","3,458.23",11200,2727,-0.167073916,1.26,,,,,
2021.8.6,"1,803.37",179.37 ,"9,570.00",68.44,3.861,1.1791,"35,515.38","3,516.30",11300,2776,-0.166866747,1.22,,,,,
2021.8.13,"1,745.41",163.24 ,"9,037.00",62.32,3.851,1.1696,"35,120.08","3,427.33",11400,2822,-0.163851852,1.34,,,,,
2021.8.20,"1,784.07",150.15 ,"9,410.00",68.74,4.37,1.1793,"35,455.80","3,522.16",11400,2851,-0.166374269,1.26,,,,,
2021.8.27,"1,796.85",148.39 ,"9,431.00",69.29,4.712,1.1882,"35,369.09","3,581.73",11500,2871,-0.169030391,1.31,,,,,
2021.9.3,"1,815.73",148.10 ,"9,694.50",69.72,4.938,1.1814,"34,607.72","3,703.11",10000,2923,-0.170780142,1.3,,,,,
2021.9.10,"1,798.52",132.50 ,"9,312.00",71.97,5.105,1.1725,"34,584.88","3,613.97",10100,3006,-0.168234643,1.35,,,,,
2021.9.17,"1,777.50",114.26 ,"9,332.50",73.98,5.14,1.1714,"34,797.60","3,613.07",10600,3082,-0.1625,1.33,,,,,
2021.9.24,"1,760.48",102.94 ,"9,128.00",75.88,5.619,1.1594,"34,327.45","3,568.17",11100,3170,-0.156017039,1.37,,,,,
2021.10.1,"1,745.21",116.10 ,"9,361.00",79.35,5.565,1.1567,"34,746.71","3,592.17",11300,3288,-0.141738449,1.51,,,,,
2021.10.8,"1,760.56",118.16 ,"10,281.00",82.28,5.41,1.16,"35,295.48","3,572.37",11400,3369,-0.131029146,1.55,,,,,
2021.10.15,"1,776.49",127.87 ,"9,704.00",83.76,5.28,1.1647,"35,677.68","3,582.60",11300,3461,-0.118441161,1.57,,,,,
2021.10.22,"1,782.59",121.78 ,"9,496.00",83.57,5.426,1.1561,"35,819.59","3,547.34",11300,3548,-0.102907712,1.65,,,,,
2021.10.29,"1,791.74",116.23 ,"9,518.00",81.27,5.516,1.1566,"36,329.07","3,491.57",11500,3611,-0.078591477,1.59,,,,,
2021.11.5,"1,789.14",98.11 ,"9,711.00",80.79,4.791,1.145,"36,100.37","3,539.10",11500,3618,-0.07868602,1.54,,,,,
2021.11.12,"1,845.50",91.46 ,"9,646.50",76.1,5.065,1.1288,"35,602.18","3,560.37",11400,3644,-0.079332996,1.53,,,,,
2021.11.19,"1,861.08",89.83 ,"9,460.00",68.15,5.447,1.1317,"34,908.10","3,564.09",11500,3623,-0.080456853,1.6,,,,,
2021.11.26,"1,795.24",99.45 ,"9,418.00",66.26,4.132,1.1313,"34,579.55","3,607.43",11600,3564,-0.095201828,1.61,,,,,
2021.12.3,"1,779.75",102.83 ,"9,506.50",71.67,3.925,1.1311,"35,971.98","3,666.35",11700,3505,-0.089137214,1.43,,,,,
2021.12.10,"1,807.70",108.42 ,"9,437.50",70.86,3.69,1.1239,"35,366.56","3,632.36",11700,3417,-0.082930757,1.48,,,,,
2021.12.17,"1,786.05",114.55 ,"9,568.00",73.79,3.731,1.1317,"35,950.63","3,618.05",11600,3362,-0.059317292,1.44,,,,,
2021.12.24,"1,820.10",125.31 ,"9,720.50",75.21,3.73,1.1368,"36,338.30","3,639.78",11800,3226,-0.067630058,1.47,,,,,
2021.12.31,"1,792.60",120.19 ,"9,647.00",78.9,3.916,1.1359,"36,231.53","3,579.54",11800,3195,-0.040540541,1.51,,,,,
2022.1.7,"1,822.95",125.18 ,"9,719.50",83.82,4.262,1.1414,"35,911.28","3,521.26",11700,3016,-0.056320401,1.7,,,,,
2022.1.14,"1,837.60",129.29 ,"9,941.00",85.14,3.999,1.134,"34,265.50","3,522.57",11700,2810,-0.066134929,1.75,,,,,
2022.1.21,"1,788.15",131.32 ,"9,507.50",86.82,4.639,1.1143,"34,726.20","3,361.44",11600,2591,-0.100659493,1.82,,,,,
2022.1.28,"1,804.70",139.48 ,"9,841.50",92.31,4.572,1.1446,"35,089.15","3,412.20",11500,2323,-0.136110078,1.79,,,,,
2022.2.4,"1,831.15",,"9,860.50",93.1,3.941,1.1349,"34,738.06","3,462.95",11600,2101,-0.165607625,1.83,,,,,
2022.2.11,"1,893.60",,"9,956.00",91.07,4.431,1.1321,"34,079.18","3,490.76",11600,1911,-0.162209557,1.95,,,,,
2022.2.18,"1,884.80",,"9,873.00",91.59,4.47,1.1267,"34,058.75","3,451.41",11600,1782,-0.082861554,1.99,,,,,
2022.2.25,"1,945.30",,"10,674.00",115.68,5.016,1.0926,"33,614.80","3,447.65",11600,1643,-0.109485095,1.97,,,,,
2022.3.4,"1,978.70",,"10,183.50",109.33,4.725,1.0909,"32,944.19","3,309.75",11600,1519,-0.152816509,1.8,,,,,
2022.3.11,"1,935.80",,"10,331.00",104.7,4.863,1.1055,"34,754.93","3,251.07",11600,1440,-0.191919192,1.91,,,,,
2022.3.18,"1,953.80",,"10,267.00",113.9,5.571,1.0981,"34,861.24","3,212.24",11600,1389,-0.206285714,2.16,,,,,
2022.3.25,"1,929.40",,"10,353.50",99.27,5.72,1.1053,"34,818.27","3,282.72",11700,1415,-0.197845805,2.37,,,,,
2022.4.1,"1,941.40",,"10,323.50",98.26,6.278,1.0876,"34,721.12","3,251.85",11800,1382,-0.225336323,2.39,,,,,
2022.4.8,"1,963.25",,"10,315.00",106.95,7.3,1.0806,"34,451.23","3,211.24",11800,1397,-0.242818428,2.59,,,,,
2022.4.15,"1,941.55",,"10,110.00",102.07,6.534,1.0794,"33,811.40","3,086.92",11900,1450,-0.229952204,2.76,,,,,
2022.4.22,"1,911.30",,"9,769.50",104.69,7.244,1.0541,"32,977.21","3,047.06",11900,1490,-0.214963119,2.89,,,,,
2022.4.29,"1,882.35",,"9,414.50",109.77,8.043,1.0551,"32,899.37","3,001.56",11900,1567,-0.199693565,2.83,,,,,
2022.5.6,"1,811.55",,"9,159.00",110.49,7.663,1.0411,"32,195.94","3,084.28",11800,1643,-0.190241498,3.01,,,,,
2022.5.13,"1,834.20",,"9,422.00",113.23,8.083,1.056,"31,260.58","3,146.57",11900,1732,-0.175238095,2.94,,,,,
2022.5.20,"1,851.80",,"9,459.00",115.07,8.727,1.0727,"33,213.55","3,130.24",11900,1812,-0.181941309,2.87,,,,,
2022.5.27,,,"9,539.00",116.22,8.704,1.0784,,"3,149.06",,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
